term,frequency,present
cao,0,0
cap,0,0
capabl,1,1
capac,1,1
capacitor,0,0
capacitydev,0,0
capacity—defin,0,0
capasso,0,0
cape,0,0
capit,0,0
capita,0,0
capitalintens,0,0
caption,6,1
captur,0,0
car,1,1
cara,0,0
carbohydr,0,0
carbon,0,0
carbonbas,0,0
carbonintens,0,0
carbonneutr,0,0
carbontrackerorg,0,0
care,0,0
cargo,0,0
cari,0,0
caribbean,0,0
carpman,0,0
carrera,0,0
carri,0,0
carrier,0,0
carter,0,0
case,0,0
cassava,0,0
castellucci,0,0
catalyst,0,0
catalyt,0,0
catalytix,0,0
catch,0,0
catchwat,0,0
categor,0,0
categori,0,0
catherin,0,0
catipov,0,0
catsaro,0,0
cattl,0,0
caus,1,1
ceee,0,0
ceej,0,0
celebr,0,0
cell,0,0
cellulos,0,0
census,1,1
cent,0,0
center,1,1
centr,0,0
central,0,0
centralis,0,0
centrebnef,0,0
centuri,1,1
ceram,0,0
certain,0,0
certif,0,0
chad,0,0
chain,0,0
chalendar,0,0
challeng,0,0
cham,0,0
chandra,0,0
chandrasekaran,0,0
chang,2,1
channel,0,0
chapter,0,0
charg,0,0
charl,0,0
chart,0,0
charter,0,0
chasm,0,0
chatham,0,0
cheap,0,0
cheaper,0,0
cheapest,0,0
chelsea,0,0
chem,0,0
chemic,0,0
chemistri,0,0
chen,0,0
cherp,0,0
cheuja,0,0
chevalli,0,0
chewpreecha,0,0
chicken,0,0
chief,0,0
children,0,0
chile,0,0
chimney,0,0
china,0,0
chines,0,0
chini,0,0
chiu,0,0
chlorella,0,0
chodosh,0,0
choic,0,0
choke,1,1
chp,0,0
chris,0,0
christer,0,0
christi,19,1
christian,0,0
christoph,0,0
chrobak,0,0
chromodynam,0,0
chun,0,0
chung,0,0
churn,1,1
ciai,0,0
cicero,0,0
circuit,0,0
circul,0,0
circular,0,0
circumst,0,0
circumv,1,1
citat,0,0
cite,0,0
citi,15,1
citizen,0,0
civic,0,0
civil,0,0
claey,0,0
claim,0,0
clark,0,0
classic,0,0
classif,0,0
classifi,0,0
claudia,0,0
clauser,0,0
clean,0,0
cleanest,0,0
cleantechnica,0,0
clear,0,0
clement,0,0
climat,2,1
climatefriend,0,0
climaterel,0,0
climateresili,0,0
climatesmart,0,0
climatologist,1,1
clock,1,1
close,2,1
closer,0,0
closur,0,0
cloud,0,0
cloudless,0,0
coal,0,0
coast,1,1
coastal,1,1
cobalt,0,0
cobenefit,0,0
cocacola,0,0
coconut,0,0
coeffici,0,0
coffe,0,0
cogdel,0,0
cogener,0,0
cohen,0,0
coin,0,0
cold,0,0
colicchio,0,0
coll,0,0
collabor,0,0
collaps,0,0
collect,0,0
collector,0,0
collis,0,0
colombia,0,0
colorado,1,1
columbia,0,0
combin,3,1
combisystem,0,0
combust,0,0
come,2,1
commemor,0,0
comment,0,0
commerci,0,0
commiss,0,0
commission,0,0
commit,1,1
committe,0,0
commod,0,0
common,0,0
commonplac,0,0
communic,0,0
communiti,1,1
communityown,0,0
communitysupport,0,0
compact,0,0
compani,1,1
compar,0,0
comparison,0,0
comparison—histor,0,0
compel,0,0
compet,0,0
competit,0,0
complement,0,0
complet,2,1
complex,0,0
complic,0,0
compon,0,0
compound,0,0
comprehens,0,0
compress,0,0
compris,0,0
comptrol,1,1
comput,0,0
concentr,0,0
concept,0,0
concern,1,1
conclud,0,0
conclus,0,0
concret,0,0
condens,0,0
condit,2,1
conduct,0,0
conf,0,0
confer,0,0
conflict,0,0
congar,0,0
congo,0,0
congress,0,0
connect,0,0
connor,0,0
conscious,0,0
consent,0,0
consequ,0,0
conserv,1,1
consid,2,1
consider,1,1
consist,0,0
consolid,0,0
constant,0,0
constel,0,0
constitut,0,0
construct,0,0
constructionreview,0,0
consult,0,0
consum,0,0
consumpt,0,0
contact,0,0
contain,0,0
contamin,0,0
content,1,1
context,0,0
contin,0,0
continu,1,1
contract,0,0
contradictori,0,0
contrast,0,0
contribut,0,0
control,0,0
controversi,0,0
conven,0,0
convent,0,0
converg,0,0
convers,0,0
convert,0,0
convey,0,0
cooccurr,0,0
cook,0,0
cooker,0,0
cool,0,0
coop,0,0
cooper,0,0
cop,0,0
cope,0,0
copper,0,0
copperbas,0,0
copycat,0,0
core,0,0
coren,0,0
corinn,0,0
corn,0,0
corona,0,0
corpor,0,0
corpus,21,1
correspond,0,0
cost,1,1
costa,0,0
costcompetit,0,0
costeffect,0,0
cotton,0,0
coughlin,0,0
count,0,0
countdown,0,0
counti,0,0
countless,0,0
countri,1,1
coup,0,0
coupl,0,0
cours,0,0
cover,0,0
covid,0,0
cow,0,0
craig,0,0
crc,0,0
creat,0,0
creation,0,0
creativ,0,0
creator,0,0
credit,0,0
crisi,1,1
cristen,0,0
cristiana,0,0
critchley,0,0
critic,2,1
cronin,0,0
crop,0,0
cross,0,0
crosswind,0,0
crucial,0,0
crude,2,1
crush,0,0
crust,0,0
crustal,0,0
cryospher,0,0
crystal,0,0
csp,0,0
cube,0,0
cubic,0,0
cui,0,0
cultiv,0,0
cultur,0,0
cumul,0,0
cup,0,0
curb,0,0
curca,0,0
cure,0,0
current,0,0
curri,0,0
curtail,1,1
curv,0,0
custom,0,0
cut,3,1
cutback,1,1
cyberattack,0,0
cybersecur,0,0
cycl,0,0
cycle—th,0,0
cyprus,0,0
czech,0,0
daan,0,0
dabi,0,0
dade,0,0
dai,0,0
daili,1,1
dam,0,0
damag,0,0
dang,0,0
danger,0,0
danica,0,0
daniel,0,0
dar,0,0
dare,0,0
darfur,0,0
dark,0,0
darren,0,0
darrieus,0,0
das,0,0
data,2,1
databas,0,0
date,0,0
dave,0,0
david,0,0
day,5,1
dayahead,0,0
daylight,0,0
daytoday,0,0
dazzl,0,0
dead,1,1
deal,0,0
dean,0,0
death,0,0
debabrata,0,0
debat,0,0
debt,0,0
debunk,0,0
decad,1,1
decarbon,0,0
decarbonis,0,0
decay,0,0
decegli,0,0
decemb,0,0
decentralis,0,0
decid,0,0
decis,1,1
declar,1,1
declin,1,1
decor,0,0
decre,0,0
decreas,0,0
dedic,0,0
deec,0,0
deed,0,0
deep,0,0
deeper,1,1
deepheatmin,0,0
defend,0,0
defens,0,0
defi,0,0
defin,0,0
definit,0,0
deforest,0,0
degrad,0,0
degre,0,0
delay,1,1
deliv,0,0
deliver,0,0
deliveri,0,0
deloitt,0,0
delpret,0,0
demand,4,1
demandsid,0,0
democraci,0,0
democrat,0,0
demograph,0,0
demonstr,0,0
deng,0,0
deni,0,0
denmark,0,0
denni,0,0
dennig,0,0
dens,0,0
denser,0,0
densiti,0,0
denver,0,0
depart,0,0
depend,0,0
deplet,0,0
deploy,0,0
depolymer,0,0
deposit,0,0
depth,0,0
der,0,0
deriv,0,0
des,0,0
desalin,2,1
describ,0,0
descript,0,0
desert,0,0
design,0,0
despit,1,1
destabil,0,0
destroy,0,0
destruct,0,0
detent,0,0
determin,0,0
deutsch,0,0
devashre,0,0
develop,0,0
devic,0,0
devot,0,0
dew,0,0
dhabi,0,0
dhm,0,0
dhruv,0,0
dialogu,0,0
dictionarycom,0,0
dictionarysourc,0,0
didnt,1,1
die,0,0
diesel,1,1
diet,0,0
differ,0,0
difficult,0,0
digitis,0,0
dimens,0,0
dincer,0,0
dinh,0,0
diod,0,0
dioxid,0,0
diplomat,0,0
dire,0,0
direct,0,0
director,1,1
disabl,0,0
disappear,0,0
disast,0,0
discharg,0,0
discov,0,0
discoveri,0,0
discuss,0,0
diseas,0,0
disinfect,0,0
disinvest,0,0
dispatch,0,0
dispers,0,0
displac,0,0
display,0,0
disproportion,0,0
disrupt,0,0
distant,0,0
distinct,0,0
distribut,0,0
district,0,0
divers,0,0
diversifi,2,1
divid,0,0
dmi,0,0
dmitrii,0,0
dnv,0,0
dochdlonpnprintrdytmptarget,0,0
document,0,0
doesnt,0,0
doi,0,0
dollar,0,0
domest,0,0
domin,0,0
domínguez,0,0
don,0,0
done,1,1
dong,0,0
dongfang,0,0
dont,3,1
dori,0,0
dorina,1,1
dorothe,0,0
dot,0,0
doubl,0,0
dougla,0,0
download,1,1
downturn,1,1
drain,0,0
drainag,0,0
drastic,1,1
draw,0,0
drc,0,0
dri,1,1
driest,0,0
drill,1,1
drink,1,1
drinkabl,1,1
drinkingwat,0,0
drive,0,0
driven,0,0
drolsum,0,0
drop,0,0
droplet,0,0
drought,9,1
droughtori,0,0
drug,0,0
dti,0,0
dual,0,0
dub,0,0
dubai,0,0
duchan,0,0
duckwe,0,0
due,4,1
dugan,0,0
duka,0,0
dump,0,0
duncan,0,0
dung,0,0
durabl,0,0
dwarakanath,0,0
dwcom,0,0
dwindl,0,0
dynam,0,0
eajaz,0,0
earli,1,1
earlier,1,1
earliest,0,0
earth,0,0
eas,0,0
easi,0,0
easier,0,0
east,0,0
eastern,0,0
eastwest,0,0
eat,0,0
ecfr,0,0
eco,0,0
ecoarchitectur,0,0
ecoc,0,0
ecocapit,0,0
ecoforestri,0,0
ecofriend,0,0
ecohous,0,0
ecoinnov,0,0
ecoinvest,0,0
ecolabel,0,0
ecolog,0,0
econom,2,1
economi,1,1
economist,0,0
ecosoci,0,0
ecotechnolog,0,0
ecourban,0,0
ecovillag,0,0
ecowatch,0,0
eddi,0,0
edg,0,0
edit,0,0
educ,0,0
edward,0,0
eeh,0,0
effect,0,0
effici,0,0
effort,2,1
efuel,0,0
egypt,0,0
ehrlich,0,0
eia,0,0
eib,0,0
eight,0,0
eistm,0,0
either,1,1
elabor,0,0
elaf,0,0
elast,0,0
eldridg,0,0
electr,0,0
electricitygener,0,0
electricitypow,0,0
electrif,0,0
electrifi,0,0
electro,0,0
electrod,0,0
electrodialysi,0,0
electrofuel,0,0
electrolysi,0,0
electromagnet,0,0
electron,0,0
electrost,0,0
electrotech,0,0
electro‑st,0,0
element,0,0
elena,0,0
elev,0,0
elimin,0,0
elkayam,0,0
ella,0,0
ellen,0,0
elsevi,0,0
email,1,1
emb,2,1
embed,1,1
ember,0,0
emberenergyorg,0,0
emerg,2,1
emergencyrespons,0,0
emili,0,0
emilio,0,0
emin,0,0
emiss,0,0
emit,0,0
emitt,0,0
emphas,0,0
employ,0,0
empow,0,0
enabl,0,0
enchant,0,0
encourag,0,0
encyclopaedia,0,0
encyclopedia,0,0
end,0,0
endang,0,0
enensa,0,0
enensf,0,0
enensj,0,0
enercon,0,0
energ,0,0
energet,0,0
energi,1,1
energydens,0,0
energyeffici,0,0
energygov,0,0
energyintens,0,0
energypedia,0,0
energyproduc,0,0
enesra,0,0
enesro,0,0
engin,0,0
english,0,0
enhanc,0,0
enhancedgeothermalsystem,0,0
enough,2,1
enpol,0,0
enpolh,0,0
enpolv,0,0
enrepp,0,0
ensenada,0,0
enstl,0,0
ensur,0,0
ent,0,0
enter,0,0
enthalpi,0,0
entir,1,1
entrop,0,0
entropi,0,0
environ,0,0
environment,0,0
environmentalist,0,0
envis,0,0
epagov,0,0
equal,0,0
equat,0,0
equilibrium,0,0
equip,0,0
equiti,0,0
equival,0,0
erda,0,0
erica,0,0
erik,0,0
erin,0,0
erkki,0,0
ernn,0,0
eros,0,0
errat,0,0
errickson,0,0
error,0,0
erssk,0,0
ersso,0,0
ersss,0,0
erssv,0,0
erupt,0,0
escap,0,0
especi,0,0
essd,0,0
essdf,0,0
essenti,0,0
establish,0,0
estim,1,1
estonia,0,0
etc,0,0
ethanol,0,0
ethic,0,0
ethik,0,0
ethiopia,0,0
etodnvglcom,0,0
etsushi,0,0
eugenio,0,0
eui,0,0
eun,0,0
euractiv,0,0
euronew,0,0
europ,0,0
european,0,0
evalu,0,0
evapor,1,1
evas,0,0
evelyn,0,0
even,0,0
event,0,0
eventu,1,1
ever,0,0
everi,0,0
everybodi,0,0
everyon,1,1
everyth,0,0
everywher,1,1
evid,1,1
evolut,0,0
evrim,0,0
exacerb,0,0
examin,0,0
exampl,0,0
exceed,0,0
excel,0,0
except,0,0
excerpt,0,0
excess,0,0
exchang,0,0
exclud,0,0
execut,0,0
exergi,0,0
exert,0,0
exhaust,0,0
exhibit,0,0
exist,0,0
existenti,0,0
expand,1,1
expans,0,0
expect,1,1
expenditur,0,0
expens,0,0
experi,0,0
experienc,0,0
experiment,0,0
expert,0,0
explicit,0,0
explod,0,0
exploit,0,0
exponenti,0,0
export,2,1
expos,0,0
extend,0,0
extent,0,0
extern,0,0
extinct,0,0
extract,0,0
extraordinari,0,0
extrem,1,1
eye,0,0
ezzat,0,0
fabian,0,0
face,4,1
facebook,1,1
facet,0,0
facil,0,0
facilit,0,0
fact,3,1
factbook,0,0
factor,0,0
facultyfairfieldedu,0,0
faecal,0,0
fail,0,0
failur,0,0
fair,0,0
fall,1,1
famili,0,0
faq,0,0
far,0,0
farfetch,0,0
farm,0,0
farmer,0,0
farmland,0,0
fashion,0,0
fasihi,0,0
fast,0,0
faster,0,0
fastest,0,0
fastgrow,1,1
fatal,0,0
fate,0,0
fatih,0,0
fatrich,0,0
faucet,0,0
faunc,0,0
fear,0,0
feasibl,1,1
februari,0,0
fed,0,0
feder,0,0
federico,0,0
feed,0,0
feedback,0,0
feedin,0,0
feedstock,0,0
feeli,0,0
feet,0,0
fell,0,0
felt,0,0
fenton,0,0
fereidooni,0,0
ferment,0,0
fewer,0,0
field,0,0
fig,0,0
fight,0,0
figur,0,0
file,0,0
fill,0,0
filter,0,0
final,0,0
financ,0,0
financi,0,0
find,0,0
fine,0,0
finland,0,0
fire,0,0
firewood,0,0
firm,0,0
first,0,0
fiscal,0,0
fischer–tropsch,0,0
fish,0,0
fisheri,0,0
fissil,0,0
fission,0,0
fit,0,0
five,1,1
fix,0,0
fladung,0,0
flash,0,0
flatten,0,0
fleurbaey,0,0
flexibl,0,0
flexuralmod,0,0
fli,0,0
flight,0,0
flipboard,1,1
float,0,0
floatovolta,0,0
floatovoltiac,0,0
floccul,0,0
flood,0,0
floor,0,0
flourish,0,0
flow,0,0
fluctuat,0,0
fluoresc,0,0
flush,0,0
focus,0,0
fold,0,0
follow,0,0
food,0,0
foodstock,0,0
foolish,0,0
footprint,0,0
forc,2,1
forecast,0,0
foreign,0,0
foremost,0,0
forest,0,0
forestri,0,0
foretold,1,1
forget,0,0
forgotten,0,0
form,0,0
format,0,0
forum,0,0
forward,1,1
forwardlook,0,0
fossil,0,0
fossilbas,0,0
fossilen,0,0
foster,0,0
found,0,0
foundat,0,0
fountain,0,0
four,0,0
fourth,0,0
fraction,0,0
fractur,0,0
framebord,1,1
fran,0,0
franc,0,0
francesco,0,0
franci,0,0
frank,0,0
frankfurt,0,0
franklin,0,0
fransen,0,0
fraser,0,0
free,0,0
freed,0,0
freez,0,0
french,0,0
frequenc,0,0
frequent,0,0
fresh,0,0
freshwat,0,0
friedlingstein,0,0
frinjin,0,0
fritt,0,0
front,0,0
frédéric,0,0
fuel,1,1
fuelcel,0,0
fueleffici,0,0
fukuzumi,0,0
full,0,0
fullcost,0,0
fulli,0,0
function,0,0
fund,0,0
fundament,0,0
furnac,0,0
furthermor,0,0
fusion,0,0
futur,1,1
gabon,0,0
gadget,0,0
gaia,0,0
gain,0,0
gallon,1,1
gamesa,0,0
gan,0,0
gant,0,0
gao,0,0
gap,1,1
garakani,0,0
garden,0,0
gardin,0,0
gari,0,0
garvin,0,0
gas,0,0
gase,0,0
gasfir,0,0
gasif,0,0
gasolin,1,1
gcb,0,0
gdp,0,0
gegalo,0,0
gehlen,0,0
geist,0,0
geller,0,0
general,0,0
generat,0,0
geograph,0,0
geographi,0,0
geoheat,0,0
geopark,0,0
geophys,0,0
geopolit,0,0
georg,0,0
georgia,0,0
geotherm,0,0
gerd,0,0
german,0,0
germani,0,0
gertsen,0,0
get,1,1
geyer,0,0
geyser,0,0
gezhouba,0,0
ghg,0,0
giant,0,0
giesen,0,0
gigant,0,0
giganteus,0,0
gigawatt,0,0
gigawatthour,0,0
gilfillan,0,0
ginett,0,0
giuseppina,0,0
give,1,1
given,0,0
gkritzali,0,0
glacier,0,0
glass,0,0
glen,0,0
glew,0,0
global,0,0
globe,0,0
gls,0,0
gmj,0,0
gnd,0,0
goal,0,0
goe,0,0
gold,0,0
goldewijk,0,0
goldman,0,0
goldwind,0,0
goll,0,0
gone,0,0
gone”,0,0
good,0,0
gordon,0,0
gorg,0,0
goswami,0,0
got,0,0
gotten,0,0
goud,0,0
goudarzi,0,0
gov,2,1
govern,1,1
goya,0,0
graaf,0,0
gradient,0,0
gradual,0,0
grail,0,0
grain,0,0
gram,0,0
grand,0,0
granit,0,0
grant,1,1
grape,0,0
graph,0,0
graphic,0,0
graphit,0,0
grass,1,1
gravit,0,0
gravitybas,0,0
gray,0,0
great,0,0
greater,0,0
greatest,0,0
greec,0,0
green,0,0
greenhous,0,0
greentech,0,0
greet,0,0
greg,1,1
gregg,0,0
gregor,0,0
gregori,0,0
grew,0,0
grid,0,0
gridconnect,0,0
gro,0,0
gross,0,0
ground,0,0
groundwat,1,1
group,0,0
grow,3,1
grown,0,0
growth,1,1
gruber,0,0
guarante,0,0
guardian,0,0
guido,0,0
gulagi,0,0
gulf,2,1
gunter,0,0
gupta,0,0
guskin,0,0
gutekunst,0,0
gwth,0,0
haa,0,0
habib,0,0
habitat,0,0
hack,0,0
hadnt,1,1
hahmann,0,0
haixia,0,0
half,1,1
hamburg,0,0
hammond,0,0
hamper,0,0
hand,0,0
hanh,0,0
hannah,0,0
hanqin,0,0
hao,0,0
happen,1,1
har,0,0
hard,1,1
harden,0,0
hardtoab,0,0
harjann,0,0
harlem,0,0
harm,0,0
harold,0,0
harri,0,0
harsono,0,0
harvard,0,0
harvest,0,0
hasnt,1,1
hate,0,0
hatef,0,0
hauck,0,0
haul,0,0
havent,1,1
haverd,0,0
hazard,0,0
hdl,0,0
hdr,0,0
headwind,0,0
health,0,0
healthi,0,0
heard,2,1
heart,0,0
heat,1,1
heath,0,0
heatwav,0,0
heavi,1,1
heavili,1,1
hedg,0,0
heidari,0,0
height,1,1
heilweil,0,0
heinrich,0,0
held,0,0
helen,0,0
helena,0,0
helicopt,0,0
heliostat,0,0
help,0,0
hemingway,0,0
hemp,0,0
henri,0,0
herder,0,0
here,0,0
hernandez,0,0
hesperia,0,0
het,0,0
hidden,0,0
hide,3,1
high,0,0
highaltitud,0,0
higher,1,1
highest,0,0
highlight,0,0
highperform,0,0
highresolut,0,0
highwind,0,0
hike,0,0
hild,0,0
hill,0,0
hiltunen,0,0
himadri,0,0
hinder,0,0
hirst,0,0
histor,0,0
histori,0,0
hit,0,0
hodgkin,0,0
hoe,0,0
hogan,0,0
hoggett,0,0
hold,0,0
holden,0,0
holger,0,0
holi,0,0
holm,0,0
holocen,0,0
home,2,1
hondura,0,0
hope,1,1
horizont,0,0
horticultur,0,0
hossein,0,0
hot,0,0
hotdryrock,0,0
hotel,0,0
houghton,0,0
hour,0,0
hous,0,0
household,0,0
howard,0,0
howev,0,0
hoyoung,0,0
hsiench,0,0
httpsenwikipediaorgwindexphptitlerenewableenergyoldid,0,0
httpswwwieaorgreportsrenew,0,0
httpswwwnathanielbullardcompresent,0,0
huang,0,0
hub,4,1
hubbert,0,0
hubbuch,0,0
hubert,0,0
huge,0,0
hum,1,1
human,0,0
humanelectr,0,0
humanist,0,0
humanitarian,0,0
humankind,0,0
humanpow,0,0
humid,0,0
hundr,0,0
hundredweight,0,0
hundt,0,0
hungari,0,0
hur,0,0
hurdl,0,0
hurtt,0,0
hussain,0,0
huster,0,0
hvac,0,0
hvdc,0,0
hyacinth,0,0
hybrid,0,0
hydraul,0,0
hydro,0,0
hydrocarbon,0,0
hydroelectr,0,0
hydrofoil,0,0
hydrogen,0,0
hydrolog,0,0
hydropow,0,0
hyndman,0,0
hyun,0,0
ian,0,0
ianth,0,0
ibrahim,0,0
ice,0,0
iceland,0,0
idea,3,1
ideal,0,0
idel,0,0
identifi,0,0
ideolog,0,0
idiv,0,0
idref,0,0
iea,0,0
ieaorg,0,0
ieee,0,0
iet,0,0
iflscienc,0,0
ifram,1,1
ignor,0,0
ilimbek,0,0
illumin,0,0
illus,0,0
ilyina,0,0
imag,0,0
