term,frequency,present
carri,0,0
case,1,1
catch,0,0
categor,1,1
categori,0,0
cattl,0,0
caus,0,0
celebr,0,0
cent,0,0
central,0,0
centuri,0,0
certain,0,0
chad,0,0
challeng,0,0
chang,10,1
children,0,0
china,0,0
choic,0,0
cite,0,0
citi,0,0
civil,0,0
claim,0,0
classifi,0,0
clean,0,0
clear,0,0
climat,9,1
clock,0,0
close,0,0
closer,0,0
cocacola,0,0
coeffici,0,0
coffe,0,0
collaps,0,0
collect,0,0
colorado,0,0
combust,1,1
come,0,0
commemor,0,0
commod,0,0
common,0,0
communic,0,0
communiti,0,0
compani,0,0
compar,0,0
comparison,0,0
competit,0,0
complic,0,0
compon,1,1
compress,0,0
concentr,0,0
concept,1,1
concern,0,0
conclud,0,0
condit,1,1
conduct,0,0
conflict,0,0
connect,0,0
conscious,0,0
consequ,0,0
conserv,0,0
consid,0,0
consist,0,0
constel,0,0
construct,0,0
consum,0,0
consumpt,0,0
contain,0,0
contamin,0,0
context,0,0
continu,0,0
contract,0,0
contrast,0,0
contribut,1,1
convers,1,1
cooper,0,0
cope,1,1
corona,0,0
corpor,0,0
correspond,0,0
cost,0,0
cotton,0,0
count,0,0
countdown,0,0
countri,1,1
cover,0,0
cow,0,0
creat,0,0
crisi,1,1
critic,0,0
crop,0,0
cryospher,0,0
cubic,0,0
cultiv,0,0
cup,0,0
current,0,0
custom,0,0
cut,0,0
cycl,0,0
damag,0,0
danger,0,0
dare,0,0
darfur,0,0
data,0,0
date,0,0
day,0,0
deal,0,0
decad,0,0
decid,0,0
decis,0,0
decre,0,0
decreas,0,0
dedic,0,0
defend,0,0
defens,0,0
defin,0,0
deforest,1,1
degrad,0,0
deliv,0,0
deliveri,0,0
demand,0,0
denver,0,0
depend,0,0
deploy,0,0
deposit,0,0
der,0,0
desalin,0,0
describ,1,1
descript,0,0
desert,0,0
design,0,0
despit,0,0
destabil,0,0
destruct,0,0
develop,2,1
devot,0,0
dialogu,0,0
die,0,0
diet,0,0
differ,0,0
difficult,0,0
dimens,0,0
dire,0,0
direct,1,1
disappear,0,0
disast,0,0
discuss,0,0
diseas,0,0
disproportion,0,0
distant,0,0
distribut,1,1
district,0,0
divers,1,1
divid,0,0
document,0,0
doesnt,0,0
dont,0,0
doubl,0,0
drain,0,0
draw,0,0
dri,0,0
driest,0,0
drink,0,0
drinkingwat,0,0
drive,0,0
drop,0,0
drought,1,1
droughtori,0,0
dub,0,0
due,1,1
dump,0,0
earli,0,0
earlier,0,0
earth,0,0
easi,0,0
easier,0,0
eat,0,0
ecolog,2,1
econom,0,0
economi,1,1
educ,0,0
effect,2,1
effici,0,0
effort,0,0
elabor,1,1
element,0,0
elev,1,1
embed,0,0
emin,1,1
emiss,0,0
employ,0,0
empow,0,0
enchant,0,0
encourag,0,0
end,0,0
energi,0,0
energyintens,0,0
enough,0,0
ensenada,0,0
ensur,0,0
entir,0,0
environ,5,1
environment,1,1
equal,0,0
equip,0,0
eros,0,0
errat,0,0
erupt,0,0
especi,0,0
essenti,0,0
estim,0,0
etc,0,0
ethic,0,0
evalu,0,0
evapor,0,0
even,0,0
event,0,0
everi,0,0
everybodi,0,0
everyon,0,0
everyth,0,0
evid,0,0
exacerb,0,0
except,0,0
excess,0,0
exchang,0,0
exclud,2,1
exhibit,0,0
exist,1,1
existenti,0,0
expect,0,0
expens,0,0
experi,0,0
experienc,0,0
explod,0,0
extend,0,0
extent,0,0
extract,0,0
extraordinari,0,0
extrem,1,1
eye,0,0
face,1,1
facet,1,1
facil,0,0
fact,0,0
factor,2,1
faecal,0,0
fail,0,0
famili,0,0
farfetch,0,0
farm,0,0
farmer,0,0
farmland,0,0
fast,0,0
fate,0,0
faucet,0,0
fear,0,0
fed,0,0
feder,0,0
feed,0,0
fell,0,0
felt,1,1
field,0,0
fight,0,0
file,0,0
fill,0,0
final,0,0
financi,0,0
find,0,0
fine,0,0
fire,0,0
first,0,0
fish,1,1
fit,0,0
fix,0,0
flash,0,0
flood,0,0
flow,0,0
fluctuat,0,0
flush,0,0
focus,0,0
follow,0,0
food,0,0
forecast,0,0
foremost,0,0
forest,0,0
forget,0,0
form,2,1
format,0,0
foster,0,0
found,0,0
fountain,0,0
four,0,0
fourth,0,0
fraction,0,0
free,0,0
freez,0,0
frequenc,0,0
frequent,0,0
fresh,0,0
freshwat,0,0
front,0,0
fuel,1,1
fund,0,0
fundament,0,0
furthermor,0,0
futur,1,1
gallon,0,0
gase,1,1
general,0,0
get,0,0
giant,0,0
given,0,0
glacier,0,0
glass,0,0
global,2,1
goal,1,1
goe,0,0
gold,0,0
goldman,0,0
gone,0,0
gone”,0,0
good,0,0
got,0,0
gotten,0,0
govern,0,0
grail,0,0
grant,0,0
great,0,0
greater,0,0
greatest,0,0
green,0,0
groundwat,0,0
group,0,0
grow,0,0
grown,0,0
growth,0,0
guarante,0,0
half,0,0
hamburg,0,0
hand,0,0
har,0,0
hard,0,0
haul,0,0
hazard,0,0
health,0,0
healthi,0,0
heard,0,0
heart,0,0
heat,0,0
heavi,0,0
hedg,0,0
high,0,0
higher,0,0
hike,0,0
histor,0,0
histori,0,0
hold,0,0
holi,0,0
home,0,0
hot,0,0
howev,0,0
huge,0,0
human,2,1
humanitarian,0,0
humankind,0,0
hundr,0,0
hydrolog,0,0
ice,0,0
idea,0,0
identifi,1,1
ignor,0,0
impact,1,1
impair,0,0
implement,0,0
import,0,0
inch,0,0
incom,0,0
incomplet,1,1
increas,1,1
incred,0,0
inde,0,0
indefinit,0,0
index,0,0
india,0,0
indic,1,1
individu,0,0
industri,0,0
ineffect,0,0
ineffici,0,0
inextric,0,0
inflect,0,0
influenc,0,0
infrastructur,0,0
ingredi,0,0
insecur,0,0
inspir,0,0
instead,0,0
institut,0,0
intend,0,0
intens,1,1
intensif,0,0
intensifi,1,1
interest,0,0
intergovernment,0,0
interrupt,0,0
intervent,0,0
interview,0,0
invalu,0,0
invest,0,0
investor,0,0
ipcc,0,0
irrig,0,0
island,0,0
isnt,0,0
israel,1,1
issu,1,1
istanbul,0,0
itll,0,0
jakarta,0,0
jame,0,0
januari,0,0
japan,1,1
job,0,0
jovanović,0,0
juli,0,0
justifi,0,0
kazakhstan,0,0
key,0,0
kilogram,0,0
kilomet,0,0
know,0,0
kooij,0,0
korea,1,1
kuwait,0,0
kyrgyzstan,0,0
ladi,0,0
lake,0,0
land,2,1
lankford,0,0
larg,0,0
las,0,0
last,0,0
later,0,0
latin,1,1
lead,0,0
leakag,0,0
leaki,0,0
least,0,0
leav,0,0
left,1,1
less,0,0
let,0,0
level,0,0
life,5,1
like,0,0
limit,0,0
line,0,0
link,0,0
liquid,0,0
liter,0,0
literatur,0,0
littl,0,0
live,0,0
livelihood,0,0
local,0,0
london,0,0
long,0,0
longer,0,0
look,0,0
los,0,0
lose,0,0
loser,0,0
lot,0,0
low,1,1
lower,0,0
lowincom,1,1
lowland,0,0
lucki,0,0
made,0,0
main,0,0
mainten,0,0
major,0,0
make,0,0
maker,0,0
mammal,1,1
manag,0,0
mani,0,0
march,0,0
margin,1,1
mark,0,0
marvel,0,0
mashhad,0,0
matter,0,0
may,0,0
mean,0,0
meant,0,0
meanwhil,0,0
measur,1,1
meat,0,0
mechan,0,0
medic,0,0
meet,0,0
melbourn,0,0
melt,0,0
meltwat,0,0
mena,0,0
meteorolog,0,0
meter,0,0
method,0,0
methodolog,0,0
metropoli,0,0
mexicali,0,0
mexican,0,0
mexico,0,0
midlong,0,0
might,0,0
migrat,0,0
milan,0,0
mile,0,0
millennia,0,0
million,0,0
mitig,1,1
model,0,0
modelo,0,0
moment,0,0
money,0,0
month,0,0
moreov,0,0
most,1,1
mountain,0,0
movi,0,0
much,0,0
multiperspect,0,0
multipl,0,0
must,0,0
nasa,0,0
nation,1,1
natur,0,0
nearest,1,1
need,0,0
negat,0,0
network,0,0
new,1,1
next,0,0
nigeria,0,0
nine,0,0
northeast,0,0
northern,0,0
noth,0,0
notori,0,0
number,0,0
numer,0,0
observ,1,1
obtain,0,0
occur,0,0
occurr,0,0
ocean,0,0
oceania,1,1
offer,0,0
often,1,1
one,0,0
ongo,0,0
oper,0,0
order,0,0
organ,0,0
overview,0,0
own,0,0
panel,0,0
paper,0,0
part,0,0
particular,0,0
partnership,0,0
pattern,1,1
pauciti,0,0
paulo,0,0
paus,0,0
pay,0,0
peac,0,0
peatland,0,0
penalti,0,0
peopl,0,0
per,0,0
percentag,0,0
percept,0,0
perform,0,0
period,0,0
perman,0,0
person,0,0
perspect,0,0
pertin,1,1
petroleum,0,0
phenomenon,3,1
philadelphia,0,0
phoenix,0,0
physic,0,0
physiolog,0,0
pick,0,0
pipe,0,0
place,0,0
plan,0,0
planet,0,0
plot,0,0
pocket,0,0
point,0,0
pole,0,0
policemen,0,0
polici,0,0
policymak,0,0
polit,0,0
pollut,1,1
poor,0,0
poorest,0,0
popul,0,0
potenti,1,1
poverti,0,0
precipit,0,0
predict,0,0
predispos,1,1
preparatori,0,0
prepared,0,0
present,0,0
pressur,0,0
price,0,0
princip,2,1
priorit,0,0
prioriti,0,0
privat,0,0
probabl,0,0
problem,0,0
process,4,1
produc,0,0
product,0,0
profil,1,1
profit,0,0
project,0,0
prompt,0,0
proport,0,0
protect,0,0
protest,0,0
provid,0,0
provis,0,0
public,0,0
pump,0,0
push,0,0
put,0,0
qualiti,0,0
quantit,0,0
quantiti,0,0
quarterpound,0,0
quench,0,0
quest,0,0
questionnairebas,0,0
radic,0,0
rain,0,0
rainfal,2,1
raini,0,0
rais,0,0
rapid,0,0
rather,0,0
ratio,0,0
ration,0,0
reach,0,0
real,0,0
realli,0,0
recent,0,0
recharg,0,0
recogn,0,0
recov,0,0
reduc,0,0
refer,0,0
refil,0,0
regard,0,0
regim,0,0
region,0,0
regress,0,0
regul,0,0
regular,0,0
relat,0,0
relationship,0,0
releas,1,1
relev,0,0
reli,0,0
reliabl,0,0
remark,0,0
rememb,0,0
remnant,0,0
repair,0,0
report,0,0
repres,0,0
requir,0,0
research,0,0
resid,0,0
resolut,0,0
resourc,0,0
respect,0,0
respond,0,0
respons,0,0
restrict,0,0
result,1,1
review,1,1
richest,0,0
right,0,0
rigor,0,0
ring,0,0
rise,0,0
riser,0,0
risk,0,0
river,0,0
road,0,0
rocki,0,0
rule,0,0
run,0,0
runoff,0,0
rural,0,0
rush,0,0
russia,0,0
sach,0,0
safe,0,0
safeti,0,0
salt,0,0
salti,0,0
saltwat,0,0
sanit,0,0
satellit,0,0
save,0,0
saw,0,0
say,0,0
scale,0,0
scarc,0,0
scarciti,1,1
scatter,0,0
schedul,0,0
scientif,0,0
sdgs,0,0
sea,0,0
season,0,0
second,0,0
section,0,0
sector,0,0
secur,0,0
see,0,0
seem,0,0
seen,0,0
send,0,0
sens,0,0
serbia,0,0
seri,0,0
serious,0,0
servic,0,0
set,0,0
settl,0,0
seven,0,0
sevenfold,0,0
sever,0,0
sewag,0,0
shape,0,0
sharpli,0,0
shes,0,0
shield,0,0
shirt,0,0
shock,0,0
shortag,1,1
shortterm,0,0
show,0,0
shut,0,0
side,0,0
signal,0,0
signific,0,0
simpli,0,0
sinc,0,0
singl,0,0
sink,0,0
situat,0,0
six,0,0
skyrocket,0,0
slower,0,0
small,0,0
smart,1,1
snow,0,0
social,0,0
socioeconom,0,0
soil,0,0
soldier,0,0
solv,0,0
sometim,0,0
soon,0,0
sort,0,0
sound,0,0
sourc,0,0
south,3,1
southern,0,0
space,0,0
spanish,0,0
spare,0,0
specif,0,0
sphere,0,0
spring,0,0
stabil,0,0
standard,0,0
start,0,0
state,0,0
station,0,0
stickup,0,0
still,0,0
stop,0,0
storm,0,0
strategi,2,1
street,0,0
stress,0,0
stress”,0,0
strive,1,1
structur,0,0
struggl,0,0
studi,0,0
subsequ,1,1
substitut,0,0
suburban,0,0
success,0,0
suck,0,0
sudden,0,0
suffer,0,0
summar,0,0
suppli,0,0
suppos,0,0
surfac,0,0
surviv,0,0
sustain,2,1
susten,1,1
sydney,0,0
syrian,0,0
system,0,0
são,0,0
tajikistan,0,0
take,0,0
taken,0,0
talk,0,0
tap,0,0
teeth,0,0
tell,0,0
temperatur,2,1
ten,0,0
tension,0,0
term,0,0
terrestri,3,1
territori,0,0
thank,0,0
that,0,0
theme,0,0
there,0,0
therebi,1,1
therefor,0,0
theyd,0,0
theyll,0,0
thing,0,0
think,0,0
third,0,0
thousand,0,0
threat,0,0
threaten,0,0
three,0,0
thrive,0,0
throughout,0,0
thus,0,0
tie,0,0
time,1,1
today,1,1
toilet,0,0
tokyo,0,0
ton,0,0
total,0,0
tourism,0,0
town,0,0
transboundari,0,0
transport,0,0
trap,0,0
treasur,0,0
treat,0,0
treatment,0,0
tree,0,0
tri,0,0
trick,0,0
trigger,0,0
trillion,0,0
true,0,0
truli,0,0
turkmenistan,0,0
turn,0,0
twentyfirst,0,0
twice,0,0
two,0,0
twothird,0,0
typic,0,0
tyranni,0,0
underdevelop,1,1
underground,0,0
understand,0,0
unicef,0,0
unit,1,1
unless,0,0
unpredict,0,0
unrest,0,0
urban,0,0
use,1,1
util,0,0
uzbekistan,0,0
valu,0,0
valuabl,0,0
van,0,0
vast,0,0
vectorborn,0,0
vega,0,0
veget,0,0
video,0,0
villain,0,0
violent,0,0
virtual,1,1
vision,0,0
vital,0,0
volatil,0,0
wait,0,0
want,0,0
war,0,0
warm,1,1
warmer,0,0
warn,0,0
wash,0,0
wast,0,0
wastewat,0,0
water,4,1
waterdepend,0,0
waterintens,0,0
waterpoint,0,0
waterrel,0,0
waterway,0,0
wave,0,0
way,0,0
wcts,0,0
weather,0,0
well,0,0
weve,0,0
whether,0,0
wildfir,0,0
wildlif,1,1
will,1,1
wine,0,0
winner,0,0
withdraw,0,0
within,0,0
without,1,1
wont,0,0
world,1,1
wors,0,0
worsen,0,0
worst,0,0
worth,0,0
would,0,0
wouldnt,0,0
wsi,0,0
wsis,0,0
year,0,0
yearround,0,0
young,0,0
zealand,1,1
zero,0,0
“as,0,0
“high,0,0
“moder,0,0
“sever,0,0
